subjectID,wave,run1,run2,run3,run4
DEV202,1,4,4,4,4
DEV202,2,,,,
DEV203,1,4,4,4,4
DEV203,2,4,4,4,4
DEV204,1,4,4,4,4
DEV204,2,4,4,4,4
DEV205,1,4,4,4,4
DEV205,2,4,4,4,4
DEV206,1,4,4,4,4
DEV206,2,4,4,4,4
DEV207,1,4,4,,
DEV207,2,4,4,4,4
DEV208,1,4,4,4,4
DEV208,2,4,4,4,4
DEV209,1,4,4,4,4
DEV209,2,4,4,4,4
DEV210,1,4,4,4,4
DEV210,2,4,4,4,4
DEV211,1,4,4,4,4
DEV211,2,4,4,4,4
DEV215,1,4,4,4,4
DEV215,2,4,4,4,4
DEV216,1,4,4,4,4
DEV216,2,4,4,4,4
DEV217,1,4,4,4,4
DEV217,2,4,4,4,4
DEV218,1,4,4,4,4
DEV218,2,4,4,4,4
DEV219,1,4,4,4,4
DEV219,2,4,4,4,4
DEV220,1,4,4,4,4
DEV220,2,4,4,4,4
DEV221,1,4,4,4,4
DEV221,2,,,,
DEV222,1,4,4,,4
DEV222,2,4,4,4,4
DEV223,1,4,4,4,4
DEV223,2,4,4,4,4
DEV224,1,4,4,4,4
DEV224,2,4,4,4,4
DEV225,1,4,4,4,4
DEV225,2,4,4,4,4
DEV228,1,4,4,4,4
DEV228,2,4,4,4,4
DEV230,1,4,4,4,4
DEV230,2,4,4,4,4
DEV231,1,4,4,4,4
DEV231,2,4,4,4,4
DEV232,1,4,4,4,4
DEV232,2,4,4,4,4
DEV233,1,4,4,4,4
DEV233,2,4,4,4,4
DEV234,1,4,4,4,4
DEV234,2,4,4,4,4
DEV235,1,4,4,4,4
DEV235,2,4,4,4,4
DEV236,1,4,4,4,4
DEV236,2,4,4,4,4
DEV237,1,4,4,4,4
DEV237,2,4,4,4,
DEV238,1,4,4,4,4
DEV238,2,4,4,4,4
DEV239,1,4,4,4,4
DEV239,2,4,4,4,4
DEV240,1,4,4,4,4
DEV240,2,4,4,4,4
DEV241,1,4,4,4,4
DEV241,2,4,4,4,4
DEV243,1,4,4,4,4
DEV243,2,4,4,4,4
DEV244,1,4,4,4,4
DEV244,2,4,4,4,4
DEV246,1,4,4,4,4
DEV246,2,4,4,4,4
DEV247,1,4,4,4,4
DEV247,2,4,4,4,4
DEV249,1,4,4,4,4
DEV249,2,4,4,4,4
DEV250,1,4,4,4,4
DEV250,2,4,4,4,4
DEV251,1,4,4,4,4
DEV251,2,4,4,4,4
DEV252,1,4,4,4,4
DEV252,2,4,4,4,4
DEV253,1,4,4,,
DEV253,2,,,,
DEV254,1,4,4,4,4
DEV254,2,4,4,4,4
DEV255,1,4,4,4,4
DEV255,2,4,4,4,4
DEV256,1,4,4,4,4
DEV256,2,4,4,4,4
DEV257,1,4,4,4,4
DEV257,2,4,4,4,4
DEV258,1,4,4,4,4
DEV258,2,4,4,4,4
DEV259,1,4,4,4,4
DEV259,2,4,4,4,4
DEV260,1,4,4,4,4
DEV260,2,4,4,4,4
DEV261,1,4,4,4,4
DEV261,2,4,4,4,4
DEV262,1,4,4,4,4
DEV262,2,4,4,4,4
DEV263,1,4,4,4,4
DEV263,2,4,4,4,4
DEV264,1,4,4,4,4
DEV264,2,4,4,4,4
DEV265,1,4,4,4,4
DEV265,2,4,4,4,4
DEV266,1,4,4,4,4
DEV266,2,4,4,4,4
DEV267,1,4,4,4,4
DEV267,2,4,4,4,4
DEV268,1,4,4,4,4
DEV268,2,4,4,4,4
DEV269,1,4,4,4,4
DEV269,2,4,4,4,4
DEV270,1,4,4,4,4
DEV270,2,4,4,4,4
DEV271,1,4,4,4,4
DEV271,2,4,4,4,4
DEV272,1,4,4,4,4
DEV272,2,4,4,4,4
DEV273,1,4,4,4,4
DEV273,2,4,4,4,4
DEV274,1,4,4,4,4
DEV274,2,4,4,4,4
DEV275,1,4,4,4,4
DEV275,2,4,4,4,4
DEV276,1,4,4,4,4
DEV276,2,4,4,4,4
DEV277,1,4,4,4,4
DEV277,2,4,4,4,4
DEV278,1,4,4,4,4
DEV278,2,,,,
DEV281,1,4,4,4,4
DEV281,2,4,4,4,4
DEV282,1,4,4,4,4
DEV282,2,4,4,4,4
DEV283,1,4,4,4,4
DEV283,2,4,4,4,4
DEV284,1,4,4,4,4
DEV284,2,4,4,4,4
DEV285,1,4,4,4,4
DEV285,2,4,4,4,4
DEV286,1,4,4,4,4
DEV286,2,,,,
DEV290,1,4,4,4,4
DEV290,2,,,,
DEV291,1,4,4,4,4
DEV291,2,,,,
DEV293,1,4,4,4,4
DEV293,2,,,,
