DEV034_20180810_105245,DEV034,wave1
DEV041_20180918_172250,DEV041,wave1
DEV041_20181024_184910,DEV041,wave2
DEV084_20190321_163436,DEV084,wave1
DEV084_20190422_153353,DEV084,wave2
DEV123_20190721_105803,DEV123,wave1
DEV194_20210222_162423,DEV194,wave1
DEV194_20210329_131959,DEV194,wave2
DEV309_20220809_170202,DEV309,wave1
DEV309_20220913_174220,DEV309,wave2
