subjectID,wave,run1,run2,run3,run4
DEV111,1,48,48,48,48
DEV111,2,,,,
DEV112,1,48,48,48,48
DEV112,2,48,48,48,48
DEV113,1,48,48,48,48
DEV113,2,48,48,48,48
DEV114,1,48,,,
DEV114,2,48,48,48,48
DEV115,1,48,48,48,48
DEV115,2,48,48,48,48
DEV116,1,48,48,48,48
DEV116,2,48,48,48,48
DEV117,1,48,48,48,48
DEV117,2,48,48,48,48
DEV118,1,48,48,48,48
DEV118,2,48,48,48,48
DEV119,1,48,48,48,48
DEV119,2,48,48,48,48
DEV120,1,48,48,48,48
DEV120,2,48,48,48,48
DEV121,1,48,48,48,48
DEV121,2,48,48,48,48
DEV122,1,48,48,48,48
DEV122,2,48,48,48,48
DEV123,1,48,48,48,48
DEV123,2,,,,
DEV124,1,48,48,48,48
DEV124,2,48,48,48,48
DEV125,1,48,45,48,48
DEV125,2,48,48,48,48
DEV126,1,48,48,48,48
DEV126,2,48,48,48,48
DEV127,1,48,48,48,48
DEV127,2,48,48,48,48
DEV128,1,48,48,48,48
DEV128,2,48,48,48,48
DEV129,1,48,48,48,48
DEV129,2,48,48,48,48
DEV130,1,48,48,48,48
DEV130,2,48,48,48,48
DEV131,1,48,48,48,48
DEV131,2,,,,
DEV132,1,48,48,48,48
DEV132,2,48,48,48,48
DEV133,1,48,48,48,48
DEV133,2,48,48,48,48
DEV134,1,48,48,48,48
DEV134,2,48,48,48,48
DEV135,1,48,48,48,48
DEV135,2,48,48,48,48
DEV137,1,48,48,48,48
DEV137,2,48,48,48,48
DEV138,1,48,48,48,48
DEV138,2,48,48,48,48
DEV139,1,48,48,48,48
DEV139,2,48,48,48,48
DEV140,1,48,48,48,48
DEV140,2,48,48,48,48
DEV141,1,48,48,48,48
DEV141,2,48,48,48,48
DEV143,1,48,48,48,48
DEV143,2,48,48,48,48
DEV144,1,48,48,48,48
DEV144,2,48,48,48,48
DEV145,1,48,48,48,48
DEV145,2,48,48,48,48
DEV147,1,48,48,48,48
DEV147,2,48,48,48,48
DEV149,1,48,48,48,48
DEV149,2,48,48,48,48
DEV150,1,48,48,48,48
DEV150,2,48,48,48,48
DEV151,1,48,48,48,48
DEV151,2,48,48,48,48
DEV152,1,48,48,48,48
DEV152,2,,,,
DEV153,1,48,48,48,48
DEV153,2,48,48,48,48
DEV154,1,48,48,48,48
DEV154,2,48,48,48,48
