DEV001	[1, 2, 3, 4]
DEV001	[1, 2, 3, 4]
DEV001	[]
DEV001	[]
DEV004	[1, 2, 3, 4]
DEV005	[1, 2, 3, 4]
DEV006	[]
DEV007	[]
DEV008	[]
DEV008	[]
DEV008	[]
DEV008	[]
DEV009	[1, 2, 3, 4]
DEV010	[]
DEV011	[]
DEV011	[]
DEV011	[]
DEV011	[]
DEV012	[1, 2, 3, 4]
DEV013	[]
DEV014	[1, 2, 3, 4]
DEV015	[1, 2, 3, 4]
DEV016	[]
DEV016	[]
DEV016	[]
DEV016	[]
DEV017	[1, 2, 3, 4]
DEV018	[]
DEV019	[1, 2, 3, 4]
DEV020	[]
DEV021	[1, 2, 3, 4]
DEV022	[]
DEV023	[1, 2, 3, 4]
DEV024	[]
DEV025	[4]
DEV026	[1, 2, 3, 4]
DEV027	[1, 2, 3, 4]
DEV028	[1, 2, 3]
DEV029	[1, 2, 3, 4]
DEV030	[1, 2, 3, 4]
DEV031	[1, 2, 3, 4]
DEV032	[]
DEV033	[1, 2, 3, 4]
DEV034	[]
DEV035	[]
DEV036	[]
DEV037	[]
DEV038	[1, 2, 3, 4]
DEV039	[1, 2, 4]
DEV039	[1, 2, 4]
DEV039	[]
DEV039	[]
DEV040	[1, 2, 3, 4]
DEV041	[1, 2, 3, 4]
DEV042	[1, 2, 3, 4]
DEV043	[1, 2, 3, 4]
DEV044	[1, 2, 3, 4]
DEV045	[]
DEV046	[]
DEV047	[]
DEV047	[]
DEV047	[]
DEV047	[]
DEV048	[1, 3, 4]
DEV048	[1, 3, 4]
DEV048	[]
DEV048	[]
DEV049	[]
DEV050	[1, 2, 3, 4]
DEV051	[1, 2, 3, 4]
DEV052	[1, 2, 3, 4]
DEV053	[1, 2, 3, 4]
DEV054	[1, 2, 3, 4]
DEV055	[1, 2]
DEV055	[1, 2]
DEV055	[]
DEV055	[]
DEV056	[1, 2, 3, 4]
DEV057	[1, 2, 3, 4]
DEV058	[1, 2, 3, 4]
DEV059	[1, 2, 3, 4]
DEV060	[1, 2, 3, 4]
DEV061	[1, 2, 3, 4]
DEV062	[1, 2, 3, 4]
DEV063	[1, 2]
DEV063	[1, 2]
DEV063	[]
DEV063	[]
DEV064	[1, 2, 3, 4]
DEV065	[1, 2, 3, 4]
DEV066	[1, 2]
DEV066	[1, 2]
DEV066	[]
DEV066	[]
DEV067	[1, 2, 3, 4]
DEV067	[1, 2, 3, 4]
DEV067	[]
DEV067	[]
DEV068	[1, 2, 3, 4]
DEV069	[1, 2, 3, 4]
DEV070	[1, 2, 3, 4]
DEV071	[1, 2, 3, 4]
DEV072	[4]
DEV072	[4]
DEV072	[4]
DEV072	[4]
DEV073	[1, 2, 3, 4]
DEV074	[2, 3, 4]
DEV075	[1, 2, 3, 4]
DEV076	[1, 2, 3, 4]
DEV076	[1, 2, 3, 4]
DEV076	[]
DEV076	[]
DEV077	[1, 2, 3, 4]
DEV078	[]
DEV078	[]
DEV078	[]
DEV078	[]
DEV079	[1, 2, 3, 4]
DEV080	[]
DEV081	[1, 2, 3, 4]
DEV082	[]
DEV083	[1, 2, 3, 4]
DEV084	[1, 2, 3, 4]
DEV085	[1, 2, 3, 4]
DEV086	[1, 2, 3, 4]
DEV087	[1, 2, 3, 4]
DEV088	[]
DEV089	[1, 2, 3, 4]
DEV090	[2, 3, 4]
DEV090	[2, 3, 4]
DEV090	[]
DEV090	[]
DEV091	[1, 2, 3, 4]
DEV093	[1, 2, 3, 4]
DEV094	[]
DEV095	[]
DEV096	[1, 2, 3, 4]
DEV097	[1, 2, 3, 4]
DEV098	[1, 2, 3, 4]
DEV099	[]
DEV100	[1, 2]
DEV100	[1, 2]
DEV100	[]
DEV100	[]
DEV101	[]
DEV101	[]
DEV101	[]
DEV101	[]
DEV102	[1, 2, 3, 4]
DEV103	[]
DEV104	[1, 2, 3, 4]
DEV105	[]
DEV106	[]
DEV107	[1, 3, 4]
DEV108	[1, 2, 4]
DEV109	[1, 2, 3, 4]
DEV110	[]
DEV111	[]
DEV112	[1, 2, 3, 4]
DEV113	[1, 2, 3, 4]
DEV115	[1, 2, 3, 4]
DEV116	[1, 2, 3, 4]
DEV116	[1, 2, 3, 4]
DEV116	[]
DEV116	[]
DEV117	[1, 2, 3, 4]
DEV118	[1, 2]
DEV118	[1, 2]
DEV118	[]
DEV118	[]
DEV119	[1, 2, 3, 4]
DEV120	[1, 2, 3, 4]
DEV121	[3, 4]
DEV122	[]
DEV123	[]
DEV124	[]
DEV125	[1, 2, 3, 4]
DEV126	[2, 4]
DEV126	[2, 4]
DEV126	[]
DEV126	[]
DEV127	[1, 2, 3, 4]
DEV128	[2, 3, 4]
DEV129	[1, 2, 3, 4]
DEV130	[1, 2, 3]
DEV130	[1, 2, 3]
DEV130	[]
DEV130	[]
DEV132	[1, 2, 3, 4]
DEV133	[1, 2, 3, 4]
DEV134	[1, 2, 3, 4]
DEV135	[1, 2, 3, 4]
DEV137	[1, 2, 3, 4]
DEV138	[1, 2, 3, 4]
DEV139	[1, 2, 3]
DEV140	[1, 2, 3, 4]
DEV141	[1, 2, 3, 4]
DEV143	[1, 2, 3, 4]
DEV143	[1, 2, 3, 4]
DEV143	[]
DEV143	[]
DEV144	[]
DEV145	[1, 2, 3, 4]
DEV147	[1, 2, 3, 4]
DEV149	[1, 2, 3, 4]
DEV149	[1, 2, 3, 4]
DEV149	[]
DEV149	[]
DEV151	[]
DEV151	[]
DEV151	[]
DEV151	[]
DEV153	[1, 2, 3, 4]
DEV154	[1, 2, 3, 4]
DEV155	[1, 2, 3, 4]
DEV156	[1, 2, 3, 4]
DEV157	[1, 2, 3, 4]
DEV158	[]
DEV158	[]
DEV158	[]
DEV158	[]
DEV159	[1, 2, 3, 4]
DEV161	[1, 2, 3, 4]
DEV163	[1, 2, 3, 4]
DEV164	[1, 2, 3, 4]
DEV167	[1, 2, 3, 4]
DEV177	[1, 2, 4]
DEV178	[]
DEV179	[1, 2, 3, 4]
DEV181	[1, 2, 3, 4]
DEV182	[1, 2, 3, 4]
DEV183	[1, 2, 3, 4]
DEV185	[]
DEV185	[]
DEV185	[]
DEV185	[]
DEV186	[1, 2, 3, 4]
DEV187	[1, 2, 3, 4]
DEV188	[1, 2, 3, 4]
DEV189	[]
DEV190	[2]
DEV190	[2]
DEV190	[]
DEV190	[]
DEV191	[1, 2, 3, 4]
DEV192	[1, 2, 3, 4]
DEV193	[2, 3, 4]
DEV195	[2, 4]
DEV196	[3, 4]
DEV197	[1, 3, 4]
DEV198	[1, 2, 3, 4]
DEV199	[1, 2, 3, 4]
DEV200	[1, 2, 3, 4]
DEV201	[]
DEV201	[]
DEV201	[]
DEV201	[]
DEV203	[3, 4]
DEV205	[]
DEV206	[1, 2, 3, 4]
DEV207	[1, 2, 3, 4]
DEV208	[]
DEV209	[]
DEV211	[]
DEV215	[1, 2, 3, 4]
DEV216	[1, 2, 3, 4]
DEV217	[1, 2, 3, 4]
DEV220	[1, 2, 3, 4]
DEV222	[1, 2, 3, 4]
DEV223	[1, 2, 3, 4]
DEV224	[1, 2, 3, 4]
DEV230	[1, 2, 3, 4]
DEV231	[1, 2, 3, 4]
DEV232	[1, 2, 3, 4]
DEV233	[1, 2, 3, 4]
DEV234	[1, 2, 3, 4]
DEV235	[1, 2, 3, 4]
DEV236	[1, 2, 3, 4]
DEV237	[1, 2, 3, 4]
DEV238	[1, 2, 3, 4]
