subjectID,wave,excluded_run,ROC1,ROC2,ROC3,ROC4,SST1,WTP1,WTP2,WTP3,WTP4
DEV154,1,FALSE,0.7,0,0,NA,0,0,1.1,3.2,0
DEV155,1,FALSE,0,0,0,0.7,0,0,0,0,0
DEV156,1,FALSE,0,0,0,0,1.9,0,0,0,0
DEV157,1,FALSE,0,0,0,0,0,0,0,0,0
DEV158,1,FALSE,0,0,2.1,1.4,0.9,0,0,0,0
DEV159,1,FALSE,0,0,0,0,0,0,0,0,0
DEV161,1,FALSE,0,1.4,1.4,0.7,0.5,0,0,0,0
DEV163,1,FALSE,4.3,5.7,0,0,0,0,0,0,0
DEV164,1,FALSE,0,0.7,0,0,0,2.2,0,0,0
DEV166,1,FALSE,2.1,2.1,1.4,5.7,NA,0,1.1,5.4,4.3
DEV166,1,TRUE,NA,NA,NA,NA,11.8,NA,NA,NA,NA
DEV167,1,FALSE,0,1.4,4.3,9.2,1.9,7.5,1.1,1.1,NA
DEV167,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,21.5
DEV168,1,FALSE,2.1,0,0,0.7,0,0,0,1.1,0
DEV169,1,FALSE,1.4,0,0.7,0,0,0,0,0,0
DEV170,1,FALSE,0,0.7,0,2.1,0.9,0,0,0,0
DEV171,1,FALSE,0,0,1.4,2.8,0,0,0,0,0
DEV172,1,FALSE,1.4,0.7,3.5,4.3,4.7,3.2,NA,3.2,0
DEV172,1,TRUE,NA,NA,NA,NA,NA,NA,12.8,NA,NA
DEV173,1,FALSE,0,0,0,0,0,0,0,0,0
DEV174,1,FALSE,7.1,NA,4.3,9.9,5.2,7.5,8.6,6.5,1.1
DEV174,1,TRUE,NA,14.9,NA,NA,NA,NA,NA,NA,NA
DEV176,1,FALSE,0,0,0,0,0,0,0,0,0
DEV177,1,FALSE,0,0.7,0.7,0.7,0,0,0,0,0
DEV178,1,FALSE,0,0,0,0,0.9,0,3.2,3.2,0
DEV179,1,FALSE,0,0,0,0,0,0,1.1,0,0
DEV180,1,FALSE,0,1.4,2.1,0,0.5,3.2,0,0,1.1
DEV181,1,FALSE,0,0,0,0,NA,0,0,0,1.1
DEV182,1,FALSE,0,0,0,0,0,0,0,0,0
DEV183,1,FALSE,0.7,0,0,0,0,0,0,0,0
DEV185,1,FALSE,0.7,2.8,1.4,0.7,0.5,1.1,0,1.1,1.1
DEV186,1,FALSE,2.1,0.7,0,0.7,0,0,0,0,0
DEV187,1,FALSE,0,1.4,0,0,0,4.3,1.1,0,0
DEV188,1,FALSE,3.5,0,0,0,0,0,0,0,0
DEV189,1,FALSE,0,5,0,3.5,0.5,6.5,NA,9.7,NA
DEV189,1,TRUE,NA,NA,NA,NA,NA,NA,15.1,NA,20.4
DEV190,1,FALSE,2.8,0,0,0,0,1.1,0,1.1,2.2
DEV191,1,FALSE,9.2,1.4,5.7,2.1,6.6,3.2,4.3,4.3,0
DEV192,1,FALSE,0,0,0,NA,0,1.1,0,0,0
DEV193,1,FALSE,2.8,0,0,0,0,1.1,1.1,1.1,0
DEV194,1,FALSE,0,0,0,0.7,0,0,0,0,0
DEV195,1,FALSE,0,0,0,0,0,0,0,0,0
DEV196,1,FALSE,3.5,7.8,0.7,0.7,2.8,0,2.2,3.2,0
DEV197,1,FALSE,0,0,0,0,0.5,0,0,0,0
DEV198,1,FALSE,0.7,0,0,0,0.9,0,0,0,0
DEV199,1,FALSE,0,0,0,0,0,0,0,0,0
DEV200,1,FALSE,2.8,1.4,4.3,2.1,0.5,0,0,NA,3.2
DEV201,1,FALSE,8.5,5.7,1.4,1.4,0,0,2.2,1.1,1.1
DEV202,1,FALSE,0,0,0,1.4,0,0,0,0,3.2
DEV203,1,FALSE,0.7,0.7,0.7,2.1,0,5.4,5.4,0,0
DEV204,1,FALSE,1.4,0,7.1,0.7,0.5,0,0,0,0
DEV205,1,FALSE,0,0,0,0,0,0,0,0,0
DEV206,1,FALSE,0,2.1,0,0,0,0,0,0,0
DEV207,1,FALSE,0,0,0,0,0,0,0,NA,NA
DEV208,1,FALSE,0,0,0,0,0,0,0,0,0
DEV209,1,FALSE,7.8,1.4,2.8,2.8,0.9,1.1,3.2,1.1,5.4
DEV210,1,FALSE,0,0,0,1.4,3.8,0,0,0,0
DEV211,1,FALSE,0,0,0,0.7,0,0,0,0,0
DEV215,1,FALSE,2.8,0,0,0,0,1.1,0,0,0
DEV216,1,FALSE,0,0.7,1.4,3.5,2.8,0,0,0,0
DEV217,1,FALSE,0,0,0,0,0,0,0,0,0
DEV218,1,FALSE,0,0,0,0,0,0,0,0,0
DEV219,1,FALSE,0,1.4,0,1.4,1.4,0,0,1.1,0
DEV220,1,FALSE,0,0,0,0.7,0,1.1,0,0,0
DEV221,1,FALSE,3.5,1.4,NA,NA,NA,0,0,0,0
DEV222,1,FALSE,0,0,0,0,0,1.1,2.2,1.1,0
DEV223,1,FALSE,0,0,0,0,0,1.1,3.2,0,0
DEV224,1,FALSE,0,0,0,1.4,0,0,1.1,1.1,0
DEV225,1,FALSE,0.7,0,0,0,0,0,0,0,2.2
DEV228,1,FALSE,0,0,2.1,2.1,0,1.1,1.1,0,1.1
DEV230,1,FALSE,0,0,0,0,0,0,0,0,0
DEV231,1,FALSE,0,2.1,5,7.8,0,0,3.2,1.1,3.2
DEV232,1,FALSE,0,1.4,0,0.7,0,0,0,0,0
DEV233,1,FALSE,0,0.7,0,0.7,0,0,1.1,0,1.1
DEV234,1,FALSE,0,0,0,0,0,0,0,0,0
DEV235,1,FALSE,0,0,0,0,0,0,0,0,0
DEV236,1,FALSE,0,0,0,0,0,1.1,0,0,0
DEV237,1,FALSE,0.7,0,0,0.7,0.9,3.2,5.4,3.2,2.2
DEV238,1,FALSE,0,0,0,0,0,1.1,0,0,0
DEV239,1,FALSE,0,0,0,0.7,0,0,0,0,0
DEV240,1,FALSE,0,0,0,0,0,0,1.1,0,0
DEV241,1,FALSE,0,0.7,0,0.7,1.4,0,1.1,0,2.2
DEV243,1,FALSE,0.7,0,0,0,0.9,0,0,0,1.1
DEV244,1,FALSE,0,0.7,0,0,0.5,0,0,0,0
DEV246,1,FALSE,0.7,2.1,2.1,0,0,0,0,1.1,1.1
DEV247,1,FALSE,0.7,0,0,0,0,0,0,0,0
DEV249,1,FALSE,0,0,0,0,0,0,1.1,0,0
DEV250,1,FALSE,1.4,0,2.1,0,0,0,0,0,1.1
DEV251,1,FALSE,0,0,0,0,0,0,0,0,0
DEV252,1,FALSE,0,0.7,0,0.7,0,0,0,0,0
DEV253,1,FALSE,NA,NA,NA,4.3,5.2,NA,7.5,3.8,NA
DEV253,1,TRUE,12.8,10.6,12.1,NA,NA,11.8,NA,NA,NA
DEV254,1,FALSE,0,0,0,0,0,0,0,0,0
DEV255,1,FALSE,NA,NA,NA,NA,0,1.1,0,NA,NA
DEV255,1,TRUE,28.4,27.7,30.5,24.1,NA,NA,NA,10.8,12.9
DEV256,1,FALSE,0,0,0,0,0,0,0,0,0
DEV257,1,FALSE,0,0.7,0,0,0,0,0,0,0
DEV258,1,FALSE,0.7,0,0,0,0,0,1.1,0,0
DEV259,1,FALSE,0,0,0,0,0,0,0,0,0
DEV260,1,FALSE,0,0,0,0,0,1.1,0,0,1.1
DEV261,1,FALSE,0,0,0,0.7,0,0,0,0,0
DEV262,1,FALSE,1.4,0,0,1.4,0.5,1.1,0,0,0
DEV263,1,FALSE,2.1,0.7,0,0.7,1.4,0,0,0,4.3
DEV264,1,FALSE,0,0,0,0,0,0,0,0,0
DEV265,1,FALSE,0,0,0,0,1.4,0,0,0,0
DEV266,1,FALSE,2.8,6.4,5.7,0.7,1.9,2.2,0,1.1,3.2
DEV267,1,FALSE,0.7,0,0.7,0,9.9,NA,1.1,1.1,2.2
DEV267,1,TRUE,NA,NA,NA,NA,NA,12.9,NA,NA,NA
DEV268,1,FALSE,0,0,2.1,0.7,0.9,0,0,1.1,0
DEV269,1,FALSE,0.7,1.4,2.8,2.8,0,0,0,0,0
DEV270,1,FALSE,1.4,2.1,4.3,2.8,2.4,2.2,4.3,2.2,4.3
DEV271,1,FALSE,0,0,0.7,0,0,0,0,1.1,4.3
DEV272,1,FALSE,0,0.7,0.7,0,0,0,4.3,0,2.2
DEV273,1,FALSE,4.3,7.1,9.9,6.4,1.9,5.4,1.1,5.4,7.5
DEV274,1,FALSE,4.3,4.3,2.1,7.8,0.9,0,0,0,0
DEV275,1,FALSE,1.4,2.8,2.8,0.7,0,0,2.2,0,1.1
DEV276,1,FALSE,0.7,0,0,0.7,0,0,0,0,0
DEV277,1,FALSE,0,1.4,6.4,8.5,0.5,0,2.2,1.1,0
DEV278,1,FALSE,9.2,2.1,5.7,NA,1.9,3.2,4.3,5.4,6.5
DEV278,1,TRUE,NA,NA,NA,14.9,NA,NA,NA,NA,NA
DEV281,1,FALSE,0.7,2.1,5,6.4,0.5,0,1.1,2.2,1.1
DEV282,1,FALSE,0,0,0,0,0,0,0,0,0
DEV283,1,FALSE,1.4,0,NA,NA,0,NA,NA,NA,NA
DEV283,1,TRUE,NA,NA,27.7,14.2,NA,10.8,16.1,12.9,22.6
DEV284,1,FALSE,NA,7.1,NA,6.4,0,8.6,3.2,0,5.4
DEV284,1,TRUE,11.3,NA,21.3,NA,NA,NA,NA,NA,NA
DEV285,1,FALSE,0,0,0.7,0,0,1.1,0,0,0
DEV286,1,FALSE,2.1,0,1.4,4.3,0,0,0,0,0
DEV290,1,FALSE,1.4,0,2.8,3.5,0,0,2.2,0,0
DEV291,1,FALSE,7.1,5.7,2.8,4.3,1.4,0,0,0,2.2
DEV292,1,FALSE,0.7,7.8,5.7,4.3,0.5,0,0,5.4,4.3
DEV293,1,FALSE,0,0,0,0.7,0,3.2,3.2,2.2,5.4
DEV294,1,FALSE,0,0,0,0,0.9,0,0,0,0
DEV295,1,FALSE,3.5,3.5,NA,NA,0.5,5.4,4.3,5.4,NA
DEV295,1,TRUE,NA,NA,17,27,NA,NA,NA,NA,21.5
DEV296,1,FALSE,0,0,0,0,0,0,0,0,0
DEV297,1,FALSE,2.1,2.8,3.5,7.8,1.9,0,1.1,2.2,0
DEV298,1,FALSE,0,0,0.7,0,0.5,1.1,0,0,0
DEV299,1,FALSE,0,0,1.4,0,0,0,0,0,0
DEV300,1,FALSE,0,0,0,0,0,0,0,0,0
DEV301,1,FALSE,0,0,1.4,0,0,0,0,0,0
DEV302,1,FALSE,0,0,0,0,0,0,0,0,0
DEV303,1,FALSE,0,0,0,0,0,0,0,0,0
DEV304,1,FALSE,4.3,2.8,6.4,2.8,0.5,2.2,1.1,5.4,4.3
DEV305,1,FALSE,0,0,0,0,1.9,0,0,0,0
DEV306,1,FALSE,0,0,0,1.4,0,0,0,2.2,4.3
DEV307,1,FALSE,0,0,0.7,0,0,1.1,2.2,0,0
DEV308,1,FALSE,0,0,0,0,0,0,0,0,0
DEV309,1,FALSE,0.7,3.5,0,6.4,0.9,1.1,1.1,0,6.5
DEV310,1,FALSE,0,0,0,0,0,0,0,0,0
DEV311,1,FALSE,0,0,0,0,0,0,5.4,0,0
DEV312,1,FALSE,0,0,0,1.4,0,3.2,3.2,0,0
DEV001,2,FALSE,1.4,1.4,0,0,NA,0,0,NA,6.5
DEV001,2,TRUE,NA,NA,NA,NA,NA,NA,NA,11.8,NA
DEV004,2,FALSE,0,0,0,0,0,0,0,0,0
DEV005,2,FALSE,0,0,1.4,2.1,0,4.3,0,2.2,2.2
DEV008,2,FALSE,1.4,4.3,NA,8.5,0,1.1,6.5,3.2,2.2
DEV008,2,TRUE,NA,NA,15.6,NA,NA,NA,NA,NA,NA
DEV009,2,FALSE,2.8,7.8,5,7.8,0,0,9.7,1.1,1.1
DEV010,2,FALSE,0,0,0,0,0,0,0,0,0
DEV011,2,FALSE,NA,NA,NA,NA,NA,0,1.1,NA,NA
DEV011,2,TRUE,37.6,35.5,35.5,31.9,24.5,NA,NA,25.8,26.9
DEV012,2,FALSE,0.7,0,2.1,1.4,1.9,0,0,0,2.2
DEV013,2,FALSE,7.1,3.5,0,2.1,3.8,0,2.2,2.2,2.2
DEV014,2,FALSE,0,0,0,0,0,0,0,0,0
DEV015,2,FALSE,5.7,1.4,7.1,1.4,0.9,4.3,0,0,1.1
DEV016,2,FALSE,0,NA,1.4,6.4,1.4,1.1,1.1,2.2,1.1
DEV016,2,TRUE,NA,11.3,NA,NA,NA,NA,NA,NA,NA
DEV017,2,FALSE,0.7,0.7,2.1,0,0,0,2.2,1.1,0
DEV018,2,FALSE,1.4,0,3.5,0,0,6.5,0,0,0
DEV019,2,FALSE,0,1.4,6.4,3.5,0,0,0,2.2,3.2
DEV020,2,TRUE,38.4,46.1,NA,NA,18.9,46.2,40.9,47.3,36.6
DEV021,2,FALSE,0.7,0,0.7,6.4,0.9,2.2,0,0,2.2
DEV023,2,FALSE,5,2.8,2.8,2.8,0.5,7.5,3.2,3.2,5.4
DEV024,2,FALSE,0,0,0,0,0,2.2,3.2,0,0
DEV025,2,FALSE,4.3,5.7,0.7,7.1,2.8,1.1,3.2,4.3,5.4
DEV026,2,FALSE,0,0,0,0,0,0,0,0,0
DEV027,2,FALSE,0,0,0,0,NA,1.1,0,0,0
DEV028,2,FALSE,0,0,0,0,0,0,0,0,0
DEV029,2,FALSE,0.7,0,0,1.4,1.9,1.1,1.1,0,2.2
DEV030,2,FALSE,9.2,5,0.7,0,0,0,0,0,0
DEV031,2,FALSE,0,0,0,0,0,0,0,0,0
DEV033,2,FALSE,0,0.7,2.1,0,0,0,0,0,0
DEV035,2,FALSE,0,0,0,0,0,0,0,0,0
DEV036,2,FALSE,0,0,0,0,0,0,0,0,0
DEV038,2,FALSE,0,0,0.7,0.7,0,1.1,0,0,0
DEV039,2,FALSE,3.5,6.4,NA,7.8,0,0,0,0,2.2
DEV039,2,TRUE,NA,NA,14.9,NA,NA,NA,NA,NA,NA
DEV040,2,FALSE,0,0,0,3.5,1.9,1.1,7.5,6.5,5.4
DEV041,2,FALSE,0,0,0.7,0,0,0,5.4,3.2,0
DEV042,2,FALSE,0.7,0,1.4,3.5,0,0,1.1,1.1,2.2
DEV043,2,FALSE,2.8,0,2.8,0.7,0,0,2.2,1.1,0
DEV044,2,FALSE,0,0,0,0,0,0,0,0,0
DEV046,2,FALSE,0,0,0,0,0,0,0,0,0
DEV047,2,FALSE,NA,5.7,9.9,9.9,0,4.3,9.7,2.2,1.1
DEV047,2,TRUE,14.2,NA,NA,NA,NA,NA,NA,NA,NA
DEV048,2,FALSE,4.3,NA,5.7,3.5,0,1.1,3.2,5.4,NA
DEV048,2,TRUE,NA,10.6,NA,NA,NA,NA,NA,NA,10.8
DEV049,2,FALSE,0,1.4,0,2.1,0.5,0,0,7.5,1.1
DEV050,2,FALSE,0,0,0,0,0,0,0,0,0
DEV051,2,FALSE,0,0,0.7,0,0,0,0,0,0
DEV052,2,FALSE,0,0,0,0,1.9,0,0,0,1.1
DEV053,2,FALSE,0,0,3.5,0.7,0,2.2,0,0,0
DEV054,2,FALSE,0,0,0,0,0,1.1,0,0,0
DEV055,2,FALSE,5.7,3.5,NA,NA,3.3,9.7,6.5,7.5,9.7
DEV055,2,TRUE,NA,NA,12.1,13.5,NA,NA,NA,NA,NA
DEV056,2,FALSE,1.4,5.7,0.7,9.2,0,0,0,1.1,0
DEV057,2,FALSE,0,0,0,0,0,0,0,0,0
DEV058,2,FALSE,0,0,0,0,0.5,1.1,0,0,0
DEV059,2,FALSE,0,0.7,0,0,0,2.2,0,0,0
DEV060,2,FALSE,2.8,0,0,1.4,0,0,0,3.2,1.1
DEV061,2,FALSE,0,1.4,0,0,NA,0,0,0,0
DEV062,2,FALSE,0,2.1,0,0.7,0,0,0,0,0
DEV063,2,FALSE,0.7,3.5,NA,NA,5.2,7.5,NA,7.5,9.7
DEV063,2,TRUE,NA,NA,13.5,12.1,NA,NA,15.1,NA,NA
DEV064,2,FALSE,2.1,0.7,1.4,2.1,0,1.1,0,0,0
DEV065,2,FALSE,0,0,0,0,0,0,0,0,0
DEV066,2,FALSE,4.3,2.8,NA,3.5,0.5,8.6,4.3,3.2,NA
DEV066,2,TRUE,NA,NA,13.5,NA,NA,NA,NA,NA,10.8
DEV067,2,FALSE,2.1,0,1.4,0.7,3.3,NA,8.6,0,0
DEV067,2,TRUE,NA,NA,NA,NA,NA,55.9,NA,NA,NA
DEV068,2,FALSE,0,0,0,0,0,0,0,0,0
DEV069,2,FALSE,0.7,0,0,0.7,0.9,0,3.2,3.2,0
DEV070,2,FALSE,1.4,0.7,0.7,0,0,0,0,0,0
DEV071,2,FALSE,0,0,0,0,0,0,0,0,0
DEV072,2,FALSE,1.4,0.7,0,0,0.5,0,8.6,0,0
DEV073,2,FALSE,0,0,0.7,0,0,0,0,0,0
DEV074,2,FALSE,0,0,0,0,0,0,0,0,0
DEV075,2,FALSE,0,0,2.1,1.4,0,2.2,0,4.3,1.1
DEV076,2,FALSE,2.1,6.4,0,0.7,0,NA,0,2.2,0
DEV076,2,TRUE,NA,NA,NA,NA,NA,12.9,NA,NA,NA
DEV077,2,FALSE,0.7,0,0,0,0,0,0,0,0
DEV078,2,FALSE,4.3,0.7,2.8,0.7,0,4.3,NA,5.4,3.2
DEV078,2,TRUE,NA,NA,NA,NA,NA,NA,12.9,NA,NA
DEV079,2,FALSE,0,0,0,0,0,0,0,0,0
DEV081,2,FALSE,0,0,0,0,0,0,0,0,0
DEV083,2,FALSE,0,0,0,0,0,0,0,0,0
DEV084,2,FALSE,0,0,0,0,0,0,0,0,0
DEV085,2,FALSE,5,4.3,0.7,3.5,0.5,0,4.3,1.1,0
DEV086,2,FALSE,0,0,0,5.7,0,0,0,2.2,2.2
DEV087,2,FALSE,0.7,2.1,2.1,0.7,0,0,0,1.1,0
DEV088,2,FALSE,0.7,0,1.4,1.4,0,3.2,3.2,2.2,4.3
DEV089,2,FALSE,0,0,0,0,0,0,0,0,0
DEV090,2,FALSE,NA,3.5,0.7,2.8,6.6,1.1,3.2,1.1,3.2
DEV090,2,TRUE,10.6,NA,NA,NA,NA,NA,NA,NA,NA
